,position
9090,1.0
9000,1.0
12086,1.0
2207,1.0
16736,2.0
10474,1.0
16887,3.0
10810,0.0
9469,1.0
12075,1.0
17807,2.0
2041,2.0
13038,3.0
7038,2.0
4910,1.0
16355,3.0
11899,1.0
15697,3.0
16748,1.0
4554,2.0
10138,1.0
10767,1.0
6500,1.0
9917,1.0
2344,2.0
8691,3.0
9178,1.0
17978,2.0
6982,0.0
15965,1.0
9309,3.0
14124,1.0
1660,1.0
13158,0.0
8992,3.0
2555,3.0
17489,1.0
16397,1.0
13913,2.0
2624,0.0
18147,3.0
7224,3.0
7192,1.0
615,1.0
11148,1.0
7591,1.0
18826,3.0
18813,3.0
10632,3.0
5740,1.0
18088,2.0
18129,1.0
17339,1.0
14290,1.0
8930,1.0
5658,1.0
7021,1.0
257,1.0
10812,3.0
8258,2.0
14710,0.0
7894,2.0
8406,2.0
4538,2.0
3087,2.0
18715,1.0
13727,1.0
11054,3.0
1640,2.0
4429,3.0
10940,0.0
10769,2.0
6957,0.0
16886,1.0
2007,2.0
6368,2.0
13551,1.0
5451,2.0
9579,3.0
10527,2.0
8994,3.0
3268,2.0
6317,1.0
2838,3.0
9016,1.0
12532,0.0
5891,1.0
7558,1.0
14409,3.0
10756,2.0
14432,3.0
7926,2.0
7347,2.0
4537,0.0
871,0.0
3491,3.0
17826,2.0
4471,1.0
3707,0.0
12745,0.0
18095,1.0
16632,1.0
3901,2.0
7649,1.0
9180,3.0
11603,2.0
13868,1.0
11531,2.0
12893,1.0
13841,3.0
12751,3.0
13569,0.0
18123,2.0
5118,0.0
18406,2.0
12335,1.0
17159,2.0
9077,2.0
5341,2.0
16649,0.0
17889,3.0
4360,1.0
2202,1.0
5760,2.0
17845,0.0
5813,0.0
7623,1.0
4926,0.0
232,1.0
5524,0.0
15857,3.0
11208,1.0
2784,3.0
8103,2.0
9772,2.0
17868,2.0
6350,3.0
16406,2.0
14081,2.0
17146,3.0
14205,2.0
8964,0.0
7400,1.0
1897,2.0
5375,0.0
4319,1.0
4166,3.0
8254,3.0
14960,0.0
19203,3.0
11189,3.0
15613,1.0
17104,1.0
1992,0.0
9162,0.0
15332,1.0
18577,3.0
18824,1.0
8270,3.0
2308,2.0
14040,2.0
10077,1.0
7950,3.0
5776,1.0
10627,2.0
11450,0.0
11951,2.0
327,2.0
15309,3.0
6144,1.0
6418,2.0
16111,2.0
7810,2.0
13494,1.0
10182,3.0
17380,1.0
15927,2.0
8297,2.0
6467,2.0
4671,0.0
10884,3.0
17816,0.0
17634,2.0
8973,1.0
9095,2.0
17625,1.0
10048,2.0
5578,3.0
173,2.0
13235,3.0
5653,1.0
5189,3.0
15370,2.0
15539,3.0
9682,2.0
4521,3.0
2209,1.0
8906,1.0
13585,1.0
18566,1.0
10887,3.0
8167,3.0
15842,3.0
2475,2.0
9243,1.0
15,1.0
15077,3.0
13473,2.0
3076,3.0
495,0.0
11453,3.0
14704,3.0
5692,1.0
5259,2.0
5377,1.0
10596,2.0
8147,1.0
14685,1.0
10183,0.0
13501,0.0
12761,0.0
1707,2.0
13703,1.0
15282,2.0
6825,3.0
4555,2.0
10875,2.0
7355,3.0
16117,0.0
4299,2.0
15038,2.0
5775,2.0
14113,1.0
15876,2.0
10367,0.0
6789,2.0
5160,2.0
15491,2.0
6512,2.0
5807,2.0
13664,0.0
4385,0.0
8990,1.0
7653,2.0
8648,1.0
3709,1.0
6641,2.0
19156,1.0
14700,3.0
6829,2.0
18242,3.0
16742,1.0
13236,2.0
11127,1.0
11183,2.0
5902,0.0
17773,1.0
18562,2.0
14835,2.0
5045,1.0
7389,2.0
7513,2.0
18943,3.0
1934,0.0
4642,0.0
7760,0.0
2576,3.0
15536,1.0
2195,3.0
19124,3.0
8773,1.0
17666,3.0
13711,2.0
15325,2.0
745,1.0
14586,2.0
2349,2.0
17384,3.0
14955,3.0
15344,0.0
8826,2.0
6804,3.0
1989,1.0
11319,2.0
7008,1.0
16251,1.0
13439,2.0
15684,1.0
9493,2.0
12102,0.0
3657,0.0
17908,2.0
16403,3.0
11164,2.0
13758,1.0
9996,0.0
7955,1.0
6128,3.0
1294,3.0
9333,2.0
1946,2.0
15317,3.0
18747,3.0
6047,2.0
7085,0.0
12005,1.0
11396,3.0
15682,0.0
15689,3.0
6558,0.0
6960,3.0
376,2.0
16380,2.0
781,1.0
6728,3.0
7183,3.0
10335,2.0
16787,2.0
19090,1.0
17639,3.0
12397,2.0
14740,2.0
4960,1.0
8843,2.0
13403,0.0
19231,0.0
18896,0.0
8186,2.0
6854,2.0
15431,1.0
14240,3.0
5979,1.0
15466,3.0
821,0.0
8674,0.0
3867,2.0
18386,3.0
15137,3.0
944,1.0
2878,1.0
11522,1.0
4951,1.0
693,1.0
6248,2.0
13521,2.0
8315,3.0
9429,2.0
7431,2.0
11390,1.0
16936,2.0
5818,0.0
7009,1.0
15763,3.0
17577,1.0
12084,2.0
14583,2.0
11541,1.0
4658,1.0
4584,1.0
12672,1.0
4051,1.0
162,3.0
15040,1.0
929,1.0
16323,3.0
14046,1.0
3116,1.0
7303,1.0
15211,1.0
92,3.0
4300,1.0
11139,2.0
10883,2.0
534,2.0
10853,1.0
2198,0.0
14164,2.0
13338,2.0
13205,1.0
19001,2.0
754,3.0
8787,1.0
9574,1.0
2182,0.0
18716,1.0
15572,2.0
2095,3.0
8653,3.0
15504,0.0
17587,3.0
15113,3.0
5890,3.0
3158,3.0
4439,0.0
1781,2.0
4230,1.0
18465,1.0
15060,3.0
16419,2.0
17960,0.0
8177,1.0
3499,2.0
19232,2.0
17010,2.0
4405,2.0
16298,2.0
10447,2.0
5040,0.0
14595,2.0
6865,2.0
4748,3.0
4306,3.0
9531,2.0
4151,2.0
10255,3.0
1148,2.0
19236,2.0
7436,2.0
12066,2.0
9338,2.0
17662,1.0
18601,3.0
12237,2.0
13401,1.0
11745,2.0
2458,2.0
5917,2.0
15449,3.0
7716,2.0
925,0.0
16723,2.0
2367,1.0
14266,3.0
9234,2.0
10005,2.0
18809,1.0
5697,0.0
3503,1.0
2872,1.0
2237,1.0
12725,3.0
6293,3.0
6397,0.0
18361,2.0
14301,2.0
573,2.0
18553,1.0
5169,2.0
18203,1.0
9901,2.0
8676,3.0
6285,1.0
4277,1.0
14075,0.0
9537,3.0
3952,1.0
6734,2.0
7300,1.0
7090,2.0
18492,2.0
14253,2.0
3740,1.0
10046,1.0
12051,1.0
6491,1.0
4512,3.0
1198,2.0
5720,1.0
11720,2.0
12976,2.0
6950,2.0
16697,2.0
3485,2.0
14844,1.0
9249,1.0
16775,3.0
9432,2.0
18482,0.0
5444,2.0
12487,2.0
18803,1.0
347,3.0
16452,2.0
6346,2.0
5089,3.0
15648,1.0
10556,1.0
4941,1.0
14817,2.0
18920,2.0
936,1.0
14509,1.0
3442,3.0
5093,3.0
2032,2.0
13155,2.0
10867,1.0
18528,2.0
14493,1.0
6441,3.0
9590,1.0
13515,3.0
16483,1.0
11740,3.0
12706,2.0
948,1.0
13140,2.0
10156,3.0
1102,3.0
18976,1.0
12924,3.0
6638,2.0
3898,3.0
6127,0.0
3313,1.0
12293,2.0
10714,3.0
7203,1.0
15044,1.0
14433,3.0
12926,3.0
10459,2.0
13514,1.0
14195,1.0
18901,2.0
12365,0.0
1632,3.0
2753,1.0
5428,1.0
393,3.0
4316,3.0
13822,2.0
10366,2.0
8545,2.0
10360,2.0
13992,1.0
12851,1.0
10245,0.0
5564,1.0
11454,1.0
11037,1.0
12913,1.0
1166,2.0
3745,3.0
7067,1.0
17494,3.0
14105,1.0
10747,3.0
4029,2.0
9238,1.0
507,1.0
18965,2.0
7140,2.0
11786,1.0
1361,0.0
18593,1.0
18549,0.0
2899,1.0
6621,2.0
2372,3.0
13415,1.0
5572,2.0
7098,1.0
6374,3.0
9155,1.0
9415,1.0
13228,2.0
7839,2.0
1145,2.0
15140,0.0
3293,1.0
18877,1.0
3171,0.0
1267,3.0
8068,1.0
2904,1.0
17695,1.0
8218,2.0
728,1.0
7490,1.0
7724,1.0
17196,3.0
7990,3.0
1856,2.0
3771,3.0
11307,2.0
2112,2.0
11887,3.0
11312,1.0
4585,3.0
12082,2.0
13752,1.0
14931,1.0
8088,2.0
6582,1.0
5065,1.0
8866,2.0
7215,1.0
15248,3.0
13389,1.0
18003,2.0
3808,3.0
18955,3.0
1023,3.0
18633,1.0
15290,2.0
9968,0.0
8001,2.0
5713,1.0
17738,3.0
17928,0.0
8918,0.0
18543,0.0
1459,3.0
9928,1.0
5419,2.0
9195,1.0
4625,3.0
17298,3.0
11529,2.0
15150,3.0
17376,1.0
576,0.0
2894,1.0
3667,1.0
1816,3.0
8732,0.0
16722,3.0
15889,3.0
584,1.0
2860,3.0
6474,0.0
2863,0.0
9235,1.0
19112,1.0
250,2.0
1969,0.0
17343,3.0
16125,1.0
9370,1.0
4270,2.0
13665,3.0
10516,1.0
16362,3.0
18559,2.0
9538,2.0
7238,1.0
14377,1.0
1741,2.0
7386,3.0
15665,3.0
12023,1.0
12754,3.0
18873,3.0
19187,3.0
1681,2.0
16158,2.0
6909,1.0
2444,2.0
692,3.0
15582,2.0
5766,2.0
19177,3.0
676,0.0
13581,2.0
16511,0.0
12296,1.0
11604,3.0
17715,2.0
6965,1.0
6487,0.0
15391,1.0
1014,2.0
15295,1.0
7993,3.0
3513,3.0
1244,2.0
3239,1.0
2958,2.0
324,1.0
18385,1.0
12499,0.0
8176,2.0
1066,2.0
13888,1.0
12999,2.0
4858,1.0
710,3.0
13089,2.0
1493,2.0
10611,1.0
4797,1.0
17570,1.0
12378,2.0
15902,2.0
14792,3.0
16061,1.0
6549,1.0
10415,2.0
17707,3.0
9443,2.0
15812,2.0
7071,3.0
9170,3.0
9111,2.0
4677,3.0
7465,3.0
14361,1.0
6471,1.0
14932,0.0
5136,2.0
11480,3.0
9423,2.0
8776,2.0
2153,0.0
10348,1.0
6521,1.0
16522,1.0
6077,0.0
14841,2.0
8414,1.0
13975,2.0
2869,1.0
16815,1.0
4628,3.0
17389,0.0
16849,2.0
3538,1.0
11644,2.0
1282,1.0
16935,3.0
2261,1.0
16566,1.0
8216,1.0
13826,1.0
472,2.0
10805,3.0
8488,2.0
17270,1.0
3221,1.0
2776,3.0
5606,0.0
14757,2.0
14821,0.0
8883,2.0
1702,1.0
11958,2.0
15025,1.0
8680,0.0
14904,3.0
586,1.0
12801,1.0
18115,2.0
1094,1.0
602,1.0
9277,0.0
2519,1.0
12716,3.0
18036,2.0
14977,3.0
8291,3.0
4826,1.0
5019,1.0
17085,2.0
10102,1.0
6053,1.0
11502,0.0
15310,0.0
7135,3.0
16498,3.0
18217,2.0
704,3.0
12346,1.0
3796,1.0
14981,1.0
635,1.0
7305,1.0
6245,2.0
13850,2.0
9114,2.0
7266,2.0
15797,3.0
1689,1.0
17836,2.0
4854,1.0
12549,3.0
12582,1.0
18380,2.0
10664,1.0
8248,2.0
7836,3.0
2125,1.0
6930,2.0
3419,0.0
9822,2.0
18768,0.0
2525,1.0
1390,3.0
999,3.0
11589,1.0
17888,0.0
566,0.0
16341,1.0
15410,3.0
1875,2.0
1321,2.0
18947,1.0
17923,0.0
10011,1.0
3494,3.0
12645,1.0
8686,2.0
13341,2.0
8824,1.0
11463,1.0
4070,1.0
12612,1.0
6977,3.0
1738,2.0
2342,1.0
10276,3.0
12467,0.0
4392,3.0
2471,1.0
18210,1.0
6007,1.0
19220,3.0
9572,2.0
8471,3.0
7964,1.0
4991,1.0
1813,2.0
14921,3.0
17443,0.0
17272,1.0
1408,3.0
16761,3.0
1281,1.0
1711,1.0
2934,1.0
4268,2.0
5865,2.0
9293,2.0
5951,2.0
9511,1.0
2564,3.0
16536,2.0
14402,0.0
4470,2.0
6839,1.0
987,1.0
12846,1.0
16526,1.0
7863,2.0
4190,1.0
3733,2.0
14881,2.0
9690,1.0
10802,2.0
2177,3.0
8772,2.0
16001,2.0
9675,3.0
5527,3.0
6877,2.0
11916,2.0
1346,1.0
2556,1.0
88,2.0
10300,3.0
15357,3.0
8853,1.0
9044,2.0
5808,1.0
6496,3.0
12790,3.0
18252,2.0
5957,0.0
6304,2.0
8456,3.0
19094,2.0
8094,1.0
10679,3.0
13621,3.0
9485,1.0
10923,1.0
12114,1.0
6318,3.0
7977,2.0
6579,3.0
4085,2.0
8201,3.0
14630,3.0
11368,0.0
4010,1.0
5923,2.0
1263,0.0
6533,1.0
11086,0.0
5770,3.0
12974,3.0
4490,2.0
9323,1.0
10030,1.0
2463,2.0
16023,3.0
15948,3.0
11109,0.0
7269,2.0
3062,1.0
4191,2.0
5466,1.0
14548,1.0
9287,1.0
3054,2.0
16634,2.0
7433,2.0
8171,2.0
3866,0.0
18414,1.0
15553,0.0
323,1.0
14420,3.0
11532,3.0
14538,3.0
10870,3.0
5363,2.0
17024,2.0
17234,1.0
17094,3.0
13801,2.0
15700,3.0
1208,1.0
8038,2.0
11222,1.0
11096,1.0
7986,1.0
8999,2.0
9285,2.0
2478,2.0
1628,2.0
10344,2.0
10643,2.0
910,1.0
5071,2.0
3585,3.0
11868,3.0
15269,0.0
10131,2.0
10653,1.0
3717,1.0
11229,2.0
6639,3.0
16025,3.0
5616,3.0
4808,2.0
1801,3.0
4286,1.0
17433,1.0
1880,2.0
4547,3.0
1057,1.0
13751,1.0
14976,3.0
14625,2.0
15087,1.0
13890,1.0
4715,2.0
16247,3.0
14658,2.0
14697,0.0
14483,1.0
7325,2.0
11688,1.0
14534,0.0
2588,3.0
5831,1.0
3879,0.0
13737,1.0
14219,2.0
13609,2.0
1012,2.0
6642,1.0
13011,2.0
14069,3.0
13522,1.0
18602,2.0
7495,3.0
15224,0.0
4517,1.0
11549,2.0
7518,0.0
12852,3.0
6377,0.0
10260,3.0
5002,1.0
7682,1.0
7698,3.0
1393,2.0
10967,3.0
12710,3.0
6980,2.0
7428,3.0
12390,2.0
5092,3.0
15231,3.0
13554,1.0
11492,1.0
2290,2.0
2172,3.0
10453,2.0
1937,2.0
5947,1.0
10093,3.0
3374,3.0
13920,1.0
18111,1.0
8690,1.0
14523,2.0
2117,2.0
7748,1.0
6870,1.0
12531,3.0
15302,1.0
12718,2.0
4771,1.0
5250,3.0
12052,2.0
5032,3.0
12677,2.0
8907,0.0
732,1.0
7362,3.0
1373,1.0
11559,3.0
6298,1.0
14970,3.0
8762,3.0
4225,3.0
13112,0.0
12703,3.0
12837,2.0
6100,2.0
8705,3.0
1682,1.0
8661,3.0
15974,2.0
17309,1.0
8141,0.0
1063,1.0
427,1.0
6534,0.0
7565,1.0
18923,3.0
4126,3.0
2907,0.0
1210,1.0
17561,1.0
3798,2.0
1143,2.0
9671,1.0
18146,1.0
12064,3.0
4004,2.0
5472,0.0
9355,1.0
17750,3.0
18521,0.0
17369,3.0
17284,1.0
17030,2.0
17247,2.0
14980,3.0
12698,1.0
6776,3.0
839,2.0
13821,2.0
782,1.0
9858,2.0
13319,3.0
1912,3.0
4433,2.0
14028,2.0
14063,1.0
9625,1.0
14269,1.0
14292,1.0
10180,2.0
13866,2.0
10735,0.0
13946,2.0
15877,2.0
11214,0.0
11953,2.0
3561,0.0
12989,2.0
9847,1.0
8937,2.0
17670,2.0
11795,3.0
14645,3.0
18082,2.0
12266,0.0
333,3.0
6258,1.0
1213,0.0
18048,2.0
8581,3.0
272,3.0
18504,1.0
13243,3.0
176,2.0
14793,3.0
12,0.0
8150,3.0
2834,1.0
18240,3.0
13523,0.0
13894,3.0
17895,2.0
10848,1.0
16335,3.0
9689,1.0
17772,1.0
7856,2.0
9022,1.0
18308,1.0
17602,2.0
12208,2.0
3338,3.0
15049,3.0
10982,2.0
1207,0.0
3202,1.0
9361,1.0
8449,3.0
9029,3.0
730,1.0
15476,3.0
13202,1.0
6104,3.0
5408,1.0
9119,1.0
12709,3.0
1573,0.0
5381,2.0
19003,1.0
8763,1.0
4071,2.0
5718,2.0
13636,1.0
1666,3.0
11326,1.0
18626,3.0
8971,0.0
17080,0.0
18611,1.0
6288,1.0
5876,2.0
7125,3.0
1288,1.0
4564,3.0
1936,1.0
2579,2.0
321,1.0
13972,1.0
17946,2.0
16260,0.0
9160,3.0
3432,1.0
11020,2.0
17539,1.0
18363,1.0
2841,1.0
3386,2.0
9896,2.0
10503,3.0
13856,1.0
7636,3.0
4058,2.0
1020,2.0
11888,1.0
6096,2.0
5240,3.0
17924,2.0
15131,2.0
1073,1.0
14454,2.0
6273,1.0
18569,3.0
6052,1.0
18457,1.0
13549,3.0
8224,2.0
2303,1.0
6979,3.0
17994,3.0
278,2.0
4438,2.0
3628,2.0
13372,2.0
18728,1.0
12556,2.0
8474,1.0
18446,1.0
5200,2.0
14107,1.0
3758,2.0
15331,2.0
905,1.0
6527,0.0
11114,3.0
2020,2.0
2577,0.0
3138,1.0
3727,1.0
6069,2.0
1375,2.0
206,2.0
15170,0.0
8312,2.0
8595,1.0
459,2.0
15868,2.0
19002,2.0
6901,1.0
8271,2.0
10791,1.0
6175,2.0
12120,3.0
6800,3.0
4221,2.0
6059,2.0
11766,3.0
15419,1.0
13365,3.0
12940,1.0
11793,1.0
11854,2.0
4472,1.0
9773,1.0
3364,2.0
5096,2.0
7196,3.0
13400,2.0
6578,1.0
14605,2.0
9433,3.0
2208,1.0
14887,3.0
17217,3.0
7022,2.0
7399,1.0
13055,1.0
14602,1.0
1776,2.0
4510,3.0
15130,3.0
11693,2.0
18011,3.0
4892,2.0
295,0.0
6600,1.0
13169,3.0
14707,3.0
9421,2.0
13181,1.0
10886,2.0
11482,1.0
9092,1.0
10881,3.0
7652,3.0
943,3.0
1888,2.0
13379,2.0
3519,2.0
4155,2.0
2219,2.0
18525,1.0
9991,2.0
10650,0.0
8859,2.0
3243,2.0
2179,3.0
9983,1.0
7015,3.0
11878,1.0
5406,2.0
6408,0.0
2594,3.0
3435,0.0
4919,3.0
6931,1.0
17328,1.0
153,1.0
17713,2.0
7136,3.0
9941,1.0
3479,1.0
12438,1.0
9091,1.0
7236,3.0
8399,1.0
15869,1.0
9131,2.0
17382,1.0
271,2.0
16951,0.0
1885,2.0
8299,3.0
17053,1.0
8584,2.0
4676,3.0
1960,2.0
1919,1.0
5299,3.0
6685,1.0
5588,1.0
2933,1.0
2034,1.0
2452,2.0
18893,3.0
18700,0.0
2136,0.0
15254,1.0
2067,3.0
8898,1.0
9945,3.0
17348,1.0
4106,3.0
18672,0.0
17398,1.0
1033,1.0
7717,3.0
8213,3.0
8532,3.0
18022,3.0
6739,1.0
4752,1.0
5220,2.0
14002,3.0
16581,0.0
17111,2.0
2275,1.0
1985,3.0
14120,1.0
12953,2.0
18259,1.0
17858,2.0
17019,1.0
12097,3.0
13009,3.0
6440,1.0
8692,2.0
10195,1.0
5639,3.0
16073,3.0
3966,1.0
18908,1.0
11936,2.0
7633,2.0
15724,1.0
3281,2.0
211,0.0
2757,1.0
6157,3.0
17289,3.0
8036,2.0
13600,3.0
3015,2.0
11137,3.0
1943,2.0
7289,1.0
17675,2.0
4857,1.0
15878,3.0
65,3.0
7718,1.0
10977,2.0
1548,2.0
16658,1.0
12283,0.0
9777,3.0
14228,1.0
1359,1.0
17582,0.0
3186,3.0
15012,1.0
7620,1.0
2755,1.0
10470,3.0
12671,0.0
448,3.0
3883,0.0
1879,1.0
7044,1.0
8004,2.0
4883,1.0
13909,1.0
7233,1.0
3600,2.0
9698,1.0
9206,2.0
4232,0.0
9655,3.0
11333,2.0
15673,3.0
18903,3.0
16180,1.0
11100,0.0
16110,2.0
5895,3.0
4098,2.0
10178,2.0
1025,3.0
12027,1.0
10858,0.0
15813,3.0
4932,1.0
16952,2.0
3916,2.0
19224,2.0
6187,2.0
2285,3.0
5884,1.0
7007,1.0
16033,1.0
11225,0.0
2343,3.0
13288,0.0
18706,1.0
2394,2.0
3692,2.0
9449,2.0
10075,2.0
5798,1.0
2550,3.0
8857,1.0
9955,1.0
11889,2.0
5500,1.0
12004,3.0
18227,3.0
2156,3.0
10691,2.0
12407,1.0
6655,1.0
3371,2.0
8496,1.0
5964,1.0
9820,1.0
14899,1.0
3352,1.0
3316,2.0
16393,1.0
7288,1.0
10084,1.0
11362,1.0
2229,1.0
4763,3.0
9895,1.0
13471,2.0
1047,3.0
18683,1.0
8670,0.0
6717,2.0
16755,3.0
10237,3.0
13680,0.0
3750,2.0
19086,2.0
11488,2.0
4524,1.0
12879,2.0
1621,1.0
15843,2.0
18356,2.0
5393,1.0
14336,1.0
9519,1.0
4146,0.0
13553,0.0
5608,2.0
18495,2.0
13129,2.0
14572,1.0
7408,3.0
6378,1.0
3303,2.0
10603,2.0
8525,2.0
5279,1.0
6835,2.0
10788,2.0
8962,1.0
17470,1.0
14927,0.0
18680,1.0
716,2.0
15437,2.0
6044,0.0
7596,3.0
5848,3.0
10056,0.0
10935,1.0
18374,1.0
9867,0.0
12930,2.0
306,2.0
14589,0.0
2916,2.0
4084,1.0
5488,0.0
11591,0.0
10000,1.0
4381,1.0
18529,3.0
8921,3.0
12762,1.0
10186,0.0
13761,3.0
866,3.0
18675,3.0
10757,1.0
6172,2.0
8209,1.0
6038,1.0
12384,1.0
18695,2.0
17954,3.0
16562,3.0
17567,2.0
16127,0.0
6280,3.0
13930,1.0
18795,3.0
618,1.0
6111,0.0
1016,1.0
6276,1.0
8666,3.0
1162,2.0
13657,2.0
18464,2.0
620,2.0
8754,1.0
13667,0.0
12970,1.0
14053,0.0
12198,2.0
4906,3.0
240,1.0
18440,0.0
13576,2.0
1308,3.0
15094,2.0
13429,2.0
13297,3.0
11261,2.0
5284,2.0
2110,1.0
10269,3.0
16780,2.0
5528,0.0
18617,0.0
13639,0.0
5327,2.0
1363,2.0
464,1.0
15397,1.0
10215,3.0
13937,1.0
3928,1.0
13699,2.0
16720,3.0
15880,2.0
1526,3.0
3355,1.0
13280,3.0
9843,3.0
13121,2.0
16460,1.0
15348,1.0
17540,0.0
10557,1.0
2538,3.0
16534,0.0
4096,2.0
9259,1.0
18442,1.0
13326,3.0
734,2.0
16081,3.0
12520,1.0
17673,0.0
8247,2.0
12462,2.0
19129,1.0
11341,3.0
18975,2.0
3205,0.0
14502,2.0
17101,1.0
8432,1.0
10962,2.0
14545,1.0
10010,2.0
9357,0.0
5455,1.0
13960,0.0
756,1.0
9817,1.0
4159,1.0
18897,3.0
4814,0.0
16572,2.0
13808,1.0
11235,3.0
3375,1.0
16688,0.0
4531,2.0
13588,0.0
2245,1.0
437,2.0
6726,2.0
14875,2.0
8881,3.0
13592,2.0
12985,2.0
11971,2.0
6590,0.0
18289,1.0
593,2.0
17535,2.0
15735,1.0
3978,0.0
12333,3.0
12353,1.0
3099,3.0
13059,1.0
3696,2.0
11822,3.0
11305,0.0
7186,1.0
16825,3.0
1439,3.0
7740,1.0
2554,3.0
7422,1.0
13274,2.0
6243,2.0
19205,2.0
17050,0.0
14134,0.0
9087,2.0
7582,3.0
10948,1.0
9931,1.0
9734,3.0
14371,0.0
7812,1.0
19154,3.0
16533,2.0
4407,1.0
13767,2.0
9872,1.0
15741,1.0
4120,2.0
9515,1.0
16638,1.0
15386,1.0
4885,3.0
31,0.0
12199,2.0
14851,0.0
13324,0.0
13784,2.0
10605,2.0
2811,3.0
81,3.0
340,2.0
7949,3.0
7987,2.0
18888,3.0
16559,3.0
4753,1.0
16724,2.0
13382,1.0
8281,1.0
18078,2.0
18608,3.0
7020,1.0
14345,1.0
5583,1.0
14096,2.0
16161,1.0
7585,3.0
5735,3.0
1388,2.0
8123,1.0
3241,1.0
10758,1.0
10617,2.0
8303,1.0
14938,3.0
8217,1.0
50,1.0
12880,1.0
5664,1.0
373,3.0
10861,2.0
11487,2.0
10293,1.0
17323,1.0
12160,3.0
11840,3.0
6927,2.0
8279,1.0
14666,3.0
14513,1.0
9068,1.0
5384,2.0
16032,1.0
6681,2.0
3784,1.0
13852,0.0
5274,3.0
713,2.0
16388,0.0
3063,1.0
8285,1.0
7574,3.0
6156,3.0
3236,0.0
14380,2.0
16124,1.0
14429,0.0
2191,0.0
6778,3.0
9757,1.0
12643,3.0
5076,3.0
9419,2.0
13472,3.0
5462,1.0
14726,1.0
13634,2.0
3607,1.0
14259,0.0
18156,1.0
10353,2.0
7126,2.0
10331,3.0
8557,2.0
9492,2.0
10209,2.0
11595,1.0
5360,1.0
3686,2.0
3385,0.0
18640,2.0
1931,1.0
4633,1.0
4342,2.0
5005,3.0
7733,1.0
18116,0.0
11734,3.0
19217,2.0
2180,3.0
13047,3.0
10153,3.0
15229,1.0
15755,2.0
16497,3.0
11331,3.0
8183,2.0
7825,2.0
17168,3.0
15222,1.0
6170,1.0
2048,3.0
4368,3.0
4382,2.0
12435,3.0
3115,2.0
5935,1.0
8493,3.0
10944,2.0
3203,2.0
1521,2.0
18956,3.0
1156,2.0
16687,2.0
11367,0.0
6188,2.0
12741,2.0
8381,3.0
17081,3.0
15210,2.0
18475,1.0
8264,3.0
3985,1.0
11669,3.0
4859,3.0
9375,2.0
13168,1.0
1123,2.0
14923,1.0
15801,1.0
4491,3.0
17979,3.0
17578,1.0
14130,3.0
6684,2.0
11551,1.0
3556,0.0
12142,3.0
19015,3.0
14564,2.0
15008,3.0
18008,2.0
2615,1.0
4841,0.0
18441,1.0
5125,2.0
11317,2.0
9980,1.0
18539,2.0
530,2.0
13967,3.0
8238,0.0
17144,1.0
5081,1.0
984,3.0
11963,3.0
9183,3.0
7199,2.0
7996,3.0
4672,1.0
9530,1.0
12277,1.0
8503,3.0
5790,1.0
16345,1.0
14497,1.0
17486,2.0
5094,2.0
2868,1.0
14303,2.0
12138,1.0
3228,3.0
7625,2.0
10352,1.0
10150,2.0
152,0.0
896,3.0
18432,1.0
16245,3.0
2363,3.0
6311,1.0
7449,3.0
1609,1.0
1506,1.0
13543,2.0
13030,2.0
13196,3.0
8526,2.0
720,2.0
12399,1.0
18052,3.0
9844,0.0
6890,1.0
7697,0.0
17478,0.0
5885,2.0
13044,0.0
16045,1.0
254,3.0
10830,2.0
3476,1.0
5565,0.0
9529,3.0
4552,1.0
10806,2.0
18169,0.0
10129,2.0
16902,0.0
16801,1.0
4758,2.0
4881,2.0
17929,2.0
14017,2.0
8174,2.0
4549,1.0
5400,1.0
476,0.0
13462,0.0
2069,2.0
19079,1.0
3467,1.0
17956,3.0
16213,3.0
16565,2.0
16163,3.0
13771,2.0
5950,1.0
16220,1.0
6793,2.0
59,3.0
4887,2.0
7737,1.0
12664,3.0
11068,1.0
4078,3.0
16014,0.0
771,2.0
5008,3.0
16669,0.0
6048,3.0
6268,1.0
19190,1.0
7822,1.0
10612,1.0
12143,1.0
12454,1.0
18900,3.0
13589,0.0
3180,1.0
5121,2.0
18425,1.0
11666,2.0
11605,2.0
1441,2.0
15003,3.0
14603,1.0
3227,1.0
10752,1.0
6908,3.0
10640,2.0
8550,3.0
12593,2.0
12667,2.0
9930,2.0
11846,1.0
972,3.0
12456,1.0
9040,3.0
5983,2.0
2607,2.0
4216,2.0
168,3.0
12242,2.0
16078,2.0
19204,2.0
5390,1.0
6806,1.0
10782,2.0
17975,3.0
15753,3.0
4020,2.0
15805,2.0
10823,2.0
4645,2.0
8318,1.0
160,1.0
7450,3.0
11185,1.0
13929,1.0
12423,3.0
5478,3.0
13350,1.0
1643,1.0
8222,0.0
11959,0.0
15182,0.0
10187,2.0
3907,2.0
7121,2.0
2206,2.0
13682,3.0
82,2.0
18631,3.0
2440,1.0
18702,3.0
219,2.0
13456,0.0
260,2.0
6744,0.0
17875,1.0
8042,3.0
12803,1.0
11381,3.0
9120,1.0
13893,3.0
1002,2.0
17848,2.0
17474,2.0
12986,1.0
3139,1.0
6328,2.0
12931,2.0
12501,1.0
2741,0.0
8823,0.0
11856,1.0
16184,2.0
4107,2.0
17058,3.0
3447,3.0
16308,1.0
10821,3.0
4312,1.0
